sent,claim,formula,row_index,column,scenario,file
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G145-G144,PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP(A144,[1]!PG_Data,MATCH(B144,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP(A145,[2]!PG_Data,MATCH(B145,[2]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G149-G148,PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A148,[4]!PG_Data,MATCH($B148,[4]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A149,[6]!PG_Data,MATCH($B149,[6]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Of the nearly two thirds of additional demand growth that occurs in emerging economies, about 30% is in China, and this is met in large part by gas, renewables and coal.",0.6,=G180/G143,,,,templates_temp/data/Ch9_YA.csv
"Of the nearly two thirds of additional demand growth that occurs in emerging economies, about 30% is in China, and this is met in large part by gas, renewables and coal.",one-third,=G184/G180,,,,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",shift towards,=SUM(G272:G273)/SUM(G271:G273),AccessTFC_Off_Rural,2040,HEC,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",shift towards,"=HLOOKUP(B271, [11]!RawData_NPS_WORLD, MATCH(A271, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_On_Rural,2040,NPS,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",shift towards,"=HLOOKUP(B272, [11]!RawData_NPS_WORLD, MATCH(A272, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_Mini_Rural,2040,NPS,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",shift towards,"=HLOOKUP(B273, [11]!RawData_NPS_WORLD, MATCH(A273, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_Off_Rural,2040,NPS,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",all,=G276/SUM(G276:G278),AccessTFC_Off_Rural,2040,NPS,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",all,"=HLOOKUP(B276, [11]!RawData_HEC_World, MATCH(A276, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_On_urban,2040,HEC,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",all,"=HLOOKUP(B277, [11]!RawData_HEC_World, MATCH(A277, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_Mini_urban,2040,HEC,templates_temp/data/Ch9_YA.csv
"Energy access accounts for about 6% of total additional electricity demand in the Future is Electric Scenario. While over 99% of new connections since 2000 have been from the grid, new technology trends and business model trends are set to make renewable decentralised solutions viable, transforming the provision of access in the future. In the Future is Electric Scenario, 64% of additional demand due to access is met through renewables and there is a shift towards mini- and off-grid technologies in rural areas, though grid connections still account for all of the new connections in urban areas. ",all,"=HLOOKUP(B278, [11]!RawData_HEC_World, MATCH(A278, [11]!DataRowName_WORLD, 0), FALSE)",AccessTFC_Off_urban,2040,HEC,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",14600,"=ROUND(G289, -2)",,,,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,"=ROUND(G293, -2)",,,,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,=G289-G288,,,,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,"=VLOOKUP(A288,[2]!PG_Data,MATCH(B288,[2]!PG_Time,0),FALSE)",PGCap_total,2017,HEC,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,"=VLOOKUP(A289,[2]!PG_Data,MATCH(B289,[2]!PG_Time,0),FALSE)",PGCap_total,2040,HEC,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,=G293-G292,PGCap_total,2040,HEC,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,"=VLOOKUP(A292,[1]!PG_Data,MATCH(B292,[1]!PG_Time,0),FALSE)",PGCap_total,2017,NPS,templates_temp/data/Ch9_YA.csv
"Driven by the increase of electricity demand in the Higher Electricity Scenario, total installed capacity reaches 14 600 GW in 2040, compared to 12 200 GW in the New Policies Scenario. ",12200,"=VLOOKUP(A293,[1]!PG_Data,MATCH(B293,[1]!PG_Time,0),FALSE)",PGCap_total,2040,NPS,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",increase,"=AND(H301>0, H303>0, H305>0, H307>0, H309>0, H311>0, H313>0, H315>0, H317>0, H319>0, H321>0)",,,,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A300,[2]!PG_Data,MATCH(B300,[2]!PG_Time,0),FALSE)",PGCap_coal,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A302,[2]!PG_Data,MATCH(B302,[2]!PG_Time,0),FALSE)",PGCap_gas,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A304,[2]!PG_Data,MATCH(B304,[2]!PG_Time,0),FALSE)",PGCap_oil,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A306,[2]!PG_Data,MATCH(B306,[2]!PG_Time,0),FALSE)",PGCap_nuclear,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A308,[2]!PG_Data,MATCH(B308,[2]!PG_Time,0),FALSE)",PGCap_hydro,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A310,[2]!PG_Data,MATCH(B310,[2]!PG_Time,0),FALSE)",PGCap_biomass,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A312,[2]!PG_Data,MATCH(B312,[2]!PG_Time,0),FALSE)",PGCap_wind,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A314,[2]!PG_Data,MATCH(B314,[2]!PG_Time,0),FALSE)",PGCap_geo,2017,HEC,templates_temp/data/Ch9_YA.csv
"All technologies see an increase in total capacity installed relative to the New Policies Scenario, but the margin varies considerably across fuels (Figure 9.13).",margin varies,"=VLOOKUP(A316,[2]!PG_Data,MATCH(B316,[2]!PG_Time,0),FALSE)",PGCap_solarPV,2017,HEC,templates_temp/data/Ch9_YA.csv
